"","X","Date","Slice","Time","Count","cID","l2","nl2","CellLine","drug","conc"
"4054",4054,20140117,"WellR07-C09H2B_day15",96.4291,26,223,4.700439718,-1.230297619,"SKMEL5","PLX4720",8
"4065",4065,20140117,"WellR07-C09H2B_day8",0,147,224,7.199672345,0,"SKMEL5","PLX4720",8
"4066",4066,20140117,"WellR07-C09H2B_day9",5.6297,130,224,7.022367813,-0.177304532,"SKMEL5","PLX4720",8
"4067",4067,20140117,"WellR07-C09H2B_day10",25.8436,169,224,7.400879436,0.201207091,"SKMEL5","PLX4720",8
"4068",4068,20140117,"WellR07-C09H2B_day11",29.2019,176,224,7.459431619,0.259759274,"SKMEL5","PLX4720",8
"4069",4069,20140117,"WellR07-C09H2B_day12",49.7989,196,224,7.614709844,0.415037499,"SKMEL5","PLX4720",8
"4070",4070,20140117,"WellR07-C09H2B_day13",58.5055,198,224,7.62935662,0.429684275,"SKMEL5","PLX4720",8
"4071",4071,20140117,"WellR07-C09H2B_day14",71.1322,201,224,7.651051691,0.451379346,"SKMEL5","PLX4720",8
"4072",4072,20140117,"WellR07-C09H2B_day15",96.4291,233,224,7.864186145,0.6645138,"SKMEL5","PLX4720",8
"4083",4083,20140117,"WellR07-C10H2B_day8",0,23,225,4.523561956,0,"SKMEL5","PLX4720",8
"4084",4084,20140117,"WellR07-C10H2B_day9",5.6297,26,225,4.700439718,0.176877762,"SKMEL5","PLX4720",8
"4085",4085,20140117,"WellR07-C10H2B_day10",25.8436,23,225,4.523561956,0,"SKMEL5","PLX4720",8
"4086",4086,20140117,"WellR07-C10H2B_day11",29.2019,23,225,4.523561956,0,"SKMEL5","PLX4720",8
"4087",4087,20140117,"WellR07-C10H2B_day12",49.7989,28,225,4.807354922,0.283792966,"SKMEL5","PLX4720",8
"4088",4088,20140117,"WellR07-C10H2B_day13",58.5055,30,225,4.906890596,0.38332864,"SKMEL5","PLX4720",8
"4089",4089,20140117,"WellR07-C10H2B_day14",71.1322,26,225,4.700439718,0.176877762,"SKMEL5","PLX4720",8
"4090",4090,20140117,"WellR07-C10H2B_day15",96.4291,38,225,5.247927513,0.724365557,"SKMEL5","PLX4720",8
"4101",4101,20140117,"WellR07-C11H2B_day8",0,74,226,6.209453366,0,"SKMEL5","PLX4720",8
"4102",4102,20140117,"WellR07-C11H2B_day9",5.6297,76,226,6.247927513,0.038474148,"SKMEL5","PLX4720",8
"4103",4103,20140117,"WellR07-C11H2B_day10",25.8436,88,226,6.459431619,0.249978253,"SKMEL5","PLX4720",8
"4104",4104,20140117,"WellR07-C11H2B_day11",29.2019,84,226,6.392317423,0.182864057,"SKMEL5","PLX4720",8
"4105",4105,20140117,"WellR07-C11H2B_day12",49.7989,96,226,6.584962501,0.375509135,"SKMEL5","PLX4720",8
"4106",4106,20140117,"WellR07-C11H2B_day13",58.5055,105,226,6.714245518,0.504792152,"SKMEL5","PLX4720",8
"4107",4107,20140117,"WellR07-C11H2B_day14",71.1322,105,226,6.714245518,0.504792152,"SKMEL5","PLX4720",8
"4108",4108,20140117,"WellR07-C11H2B_day15",96.4291,104,226,6.700439718,0.490986353,"SKMEL5","PLX4720",8
"4119",4119,20140117,"WellR07-C11H2B_day8",0,76,227,6.247927513,0,"SKMEL5","PLX4720",8
"4120",4120,20140117,"WellR07-C11H2B_day9",5.6297,75,227,6.22881869,-0.019108823,"SKMEL5","PLX4720",8
"4121",4121,20140117,"WellR07-C11H2B_day10",25.8436,95,227,6.569855608,0.321928095,"SKMEL5","PLX4720",8
"4122",4122,20140117,"WellR07-C11H2B_day11",29.2019,86,227,6.426264755,0.178337241,"SKMEL5","PLX4720",8
"4123",4123,20140117,"WellR07-C11H2B_day12",49.7989,101,227,6.658211483,0.410283969,"SKMEL5","PLX4720",8
"4124",4124,20140117,"WellR07-C11H2B_day13",58.5055,100,227,6.64385619,0.395928676,"SKMEL5","PLX4720",8
"4125",4125,20140117,"WellR07-C11H2B_day14",71.1322,111,227,6.794415866,0.546488353,"SKMEL5","PLX4720",8
"4126",4126,20140117,"WellR07-C11H2B_day15",96.4291,105,227,6.714245518,0.466318004,"SKMEL5","PLX4720",8
