"","X","Date","Slice","Time","Count","cID","l2","nl2","CellLine","drug","conc"
"2026",2026,20140117,"WellR04-C02H2B_day12",49.7989,66,108,6.044394119,0.090197809,"SKMEL5","PLX4720",8
"2027",2027,20140117,"WellR04-C02H2B_day13",58.5055,70,108,6.129283017,0.175086707,"SKMEL5","PLX4720",8
"2028",2028,20140117,"WellR04-C02H2B_day14",71.1322,72,108,6.169925001,0.215728691,"SKMEL5","PLX4720",8
"2029",2029,20140117,"WellR04-C02H2B_day15",96.4291,69,108,6.108524457,0.154328146,"SKMEL5","PLX4720",8
"2040",2040,20140117,"WellR04-C02H2B_day8",0,147,109,7.199672345,0,"SKMEL5","PLX4720",8
"2041",2041,20140117,"WellR04-C02H2B_day9",5.6297,151,109,7.238404739,0.038732394,"SKMEL5","PLX4720",8
"2042",2042,20140117,"WellR04-C02H2B_day10",25.8436,152,109,7.247927513,0.048255169,"SKMEL5","PLX4720",8
"2043",2043,20140117,"WellR04-C02H2B_day11",29.2019,122,109,6.930737338,-0.268935007,"SKMEL5","PLX4720",8
"2044",2044,20140117,"WellR04-C02H2B_day12",49.7989,147,109,7.199672345,0,"SKMEL5","PLX4720",8
"2045",2045,20140117,"WellR04-C02H2B_day13",58.5055,138,109,7.108524457,-0.091147888,"SKMEL5","PLX4720",8
"2046",2046,20140117,"WellR04-C02H2B_day14",71.1322,147,109,7.199672345,0,"SKMEL5","PLX4720",8
"2047",2047,20140117,"WellR04-C02H2B_day15",96.4291,171,109,7.417852515,0.21818017,"SKMEL5","PLX4720",8
"2058",2058,20140117,"WellR04-C02H2B_day8",0,107,110,6.741466986,0,"SKMEL5","PLX4720",8
"2059",2059,20140117,"WellR04-C02H2B_day9",5.6297,101,110,6.658211483,-0.083255504,"SKMEL5","PLX4720",8
"2060",2060,20140117,"WellR04-C02H2B_day10",25.8436,105,110,6.714245518,-0.027221469,"SKMEL5","PLX4720",8
"2061",2061,20140117,"WellR04-C02H2B_day11",29.2019,110,110,6.781359714,0.039892727,"SKMEL5","PLX4720",8
"2062",2062,20140117,"WellR04-C02H2B_day12",49.7989,101,110,6.658211483,-0.083255504,"SKMEL5","PLX4720",8
"2063",2063,20140117,"WellR04-C02H2B_day13",58.5055,101,110,6.658211483,-0.083255504,"SKMEL5","PLX4720",8
"2064",2064,20140117,"WellR04-C02H2B_day14",71.1322,102,110,6.672425342,-0.069041644,"SKMEL5","PLX4720",8
"2065",2065,20140117,"WellR04-C02H2B_day15",96.4291,85,110,6.409390936,-0.33207605,"SKMEL5","PLX4720",8
"2076",2076,20140117,"WellR04-C02H2B_day8",0,45,111,5.491853096,0,"SKMEL5","PLX4720",8
"2077",2077,20140117,"WellR04-C02H2B_day9",5.6297,47,111,5.554588852,0.062735755,"SKMEL5","PLX4720",8
"2078",2078,20140117,"WellR04-C02H2B_day10",25.8436,58,111,5.857980995,0.366127899,"SKMEL5","PLX4720",8
"2079",2079,20140117,"WellR04-C02H2B_day11",29.2019,42,111,5.392317423,-0.099535674,"SKMEL5","PLX4720",8
"2080",2080,20140117,"WellR04-C02H2B_day12",49.7989,58,111,5.857980995,0.366127899,"SKMEL5","PLX4720",8
"2081",2081,20140117,"WellR04-C02H2B_day13",58.5055,54,111,5.754887502,0.263034406,"SKMEL5","PLX4720",8
"2082",2082,20140117,"WellR04-C02H2B_day14",71.1322,55,111,5.781359714,0.289506617,"SKMEL5","PLX4720",8
"2083",2083,20140117,"WellR04-C02H2B_day15",96.4291,63,111,5.977279923,0.485426827,"SKMEL5","PLX4720",8
"2094",2094,20140117,"WellR04-C04H2B_day8",0,233,112,7.864186145,0,"SKMEL5","PLX4720",8
"2095",2095,20140117,"WellR04-C04H2B_day9",5.6297,234,112,7.87036472,0.006178575,"SKMEL5","PLX4720",8
"2096",2096,20140117,"WellR04-C04H2B_day10",25.8436,270,112,8.076815597,0.212629452,"SKMEL5","PLX4720",8
"2097",2097,20140117,"WellR04-C04H2B_day11",29.2019,288,112,8.169925001,0.305738857,"SKMEL5","PLX4720",8
"2098",2098,20140117,"WellR04-C04H2B_day12",49.7989,329,112,8.361943774,0.497757629,"SKMEL5","PLX4720",8
"2099",2099,20140117,"WellR04-C04H2B_day13",58.5055,350,112,8.451211112,0.587024967,"SKMEL5","PLX4720",8
"2100",2100,20140117,"WellR04-C04H2B_day14",71.1322,343,112,8.422064766,0.557878622,"SKMEL5","PLX4720",8
"2101",2101,20140117,"WellR04-C04H2B_day15",96.4291,383,112,8.581200582,0.717014437,"SKMEL5","PLX4720",8
"2112",2112,20140117,"WellR04-C03H2B_day8",0,77,113,6.266786541,0,"SKMEL5","PLX4720",8
"2113",2113,20140117,"WellR04-C03H2B_day9",5.6297,80,113,6.321928095,0.055141554,"SKMEL5","PLX4720",8
"2114",2114,20140117,"WellR04-C03H2B_day10",25.8436,85,113,6.409390936,0.142604395,"SKMEL5","PLX4720",8
"2115",2115,20140117,"WellR04-C03H2B_day11",29.2019,78,113,6.285402219,0.018615678,"SKMEL5","PLX4720",8
"2116",2116,20140117,"WellR04-C03H2B_day12",49.7989,91,113,6.50779464,0.2410081,"SKMEL5","PLX4720",8
"2117",2117,20140117,"WellR04-C03H2B_day13",58.5055,102,113,6.672425342,0.405638801,"SKMEL5","PLX4720",8
"2118",2118,20140117,"WellR04-C03H2B_day14",71.1322,95,113,6.569855608,0.303069068,"SKMEL5","PLX4720",8
"2119",2119,20140117,"WellR04-C03H2B_day15",96.4291,103,113,6.686500527,0.419713986,"SKMEL5","PLX4720",8
"2130",2130,20140117,"WellR04-C03H2B_day8",0,110,114,6.781359714,0,"SKMEL5","PLX4720",8
"2131",2131,20140117,"WellR04-C03H2B_day9",5.6297,121,114,6.918863237,0.137503524,"SKMEL5","PLX4720",8
"2132",2132,20140117,"WellR04-C03H2B_day10",25.8436,130,114,7.022367813,0.2410081,"SKMEL5","PLX4720",8
"2133",2133,20140117,"WellR04-C03H2B_day11",29.2019,126,114,6.977279923,0.19592021,"SKMEL5","PLX4720",8
"2134",2134,20140117,"WellR04-C03H2B_day12",49.7989,153,114,7.257387843,0.476028129,"SKMEL5","PLX4720",8
"2135",2135,20140117,"WellR04-C03H2B_day13",58.5055,149,114,7.21916852,0.437808807,"SKMEL5","PLX4720",8
"2136",2136,20140117,"WellR04-C03H2B_day14",71.1322,156,114,7.285402219,0.504042505,"SKMEL5","PLX4720",8
"2137",2137,20140117,"WellR04-C03H2B_day15",96.4291,171,114,7.417852515,0.636492801,"SKMEL5","PLX4720",8
"2148",2148,20140117,"WellR04-C03H2B_day8",0,71,115,6.14974712,0,"SKMEL5","PLX4720",8
"2149",2149,20140117,"WellR04-C03H2B_day9",5.6297,66,115,6.044394119,-0.105353,"SKMEL5","PLX4720",8
"2150",2150,20140117,"WellR04-C03H2B_day10",25.8436,94,115,6.554588852,0.404841732,"SKMEL5","PLX4720",8
"2151",2151,20140117,"WellR04-C03H2B_day11",29.2019,101,115,6.658211483,0.508464363,"SKMEL5","PLX4720",8
"2152",2152,20140117,"WellR04-C03H2B_day12",49.7989,114,115,6.832890014,0.683142895,"SKMEL5","PLX4720",8
"2153",2153,20140117,"WellR04-C03H2B_day13",58.5055,125,115,6.965784285,0.816037165,"SKMEL5","PLX4720",8
"2154",2154,20140117,"WellR04-C03H2B_day14",71.1322,135,115,7.076815597,0.927068478,"SKMEL5","PLX4720",8
"2155",2155,20140117,"WellR04-C03H2B_day15",96.4291,164,115,7.357552005,1.207804885,"SKMEL5","PLX4720",8
"2166",2166,20140117,"WellR04-C03H2B_day8",0,140,116,7.129283017,0,"SKMEL5","PLX4720",8
"2167",2167,20140117,"WellR04-C03H2B_day9",5.6297,152,116,7.247927513,0.118644496,"SKMEL5","PLX4720",8
"2168",2168,20140117,"WellR04-C03H2B_day10",25.8436,160,116,7.321928095,0.192645078,"SKMEL5","PLX4720",8
"2169",2169,20140117,"WellR04-C03H2B_day11",29.2019,143,116,7.159871337,0.03058832,"SKMEL5","PLX4720",8
"2170",2170,20140117,"WellR04-C03H2B_day12",49.7989,149,116,7.21916852,0.089885504,"SKMEL5","PLX4720",8
"2171",2171,20140117,"WellR04-C03H2B_day13",58.5055,133,116,7.055282436,-0.074000581,"SKMEL5","PLX4720",8
"2172",2172,20140117,"WellR04-C03H2B_day14",71.1322,125,116,6.965784285,-0.163498732,"SKMEL5","PLX4720",8
"2173",2173,20140117,"WellR04-C03H2B_day15",96.4291,86,116,6.426264755,-0.703018262,"SKMEL5","PLX4720",8
"2184",2184,20140117,"WellR04-C04H2B_day8",0,148,117,7.209453366,0,"SKMEL5","PLX4720",8
"2185",2185,20140117,"WellR04-C04H2B_day9",5.6297,146,117,7.189824559,-0.019628807,"SKMEL5","PLX4720",8
"2186",2186,20140117,"WellR04-C04H2B_day10",25.8436,208,117,7.700439718,0.490986353,"SKMEL5","PLX4720",8
"2187",2187,20140117,"WellR04-C04H2B_day11",29.2019,209,117,7.707359132,0.497905766,"SKMEL5","PLX4720",8
"2188",2188,20140117,"WellR04-C04H2B_day12",49.7989,276,117,8.108524457,0.899071091,"SKMEL5","PLX4720",8
"2189",2189,20140117,"WellR04-C04H2B_day13",58.5055,278,117,8.118941073,0.909487707,"SKMEL5","PLX4720",8
"2190",2190,20140117,"WellR04-C04H2B_day14",71.1322,259,117,8.016808288,0.807354922,"SKMEL5","PLX4720",8
"2191",2191,20140117,"WellR04-C04H2B_day15",96.4291,314,117,8.294620749,1.085167383,"SKMEL5","PLX4720",8
"2202",2202,20140117,"WellR04-C05H2B_day8",0,121,118,6.918863237,0,"SKMEL5","PLX4720",8
"2203",2203,20140117,"WellR04-C05H2B_day9",5.6297,115,118,6.845490051,-0.073373186,"SKMEL5","PLX4720",8
"2204",2204,20140117,"WellR04-C05H2B_day10",25.8436,148,118,7.209453366,0.290590128,"SKMEL5","PLX4720",8
"2205",2205,20140117,"WellR04-C05H2B_day11",29.2019,133,118,7.055282436,0.136419198,"SKMEL5","PLX4720",8
"2206",2206,20140117,"WellR04-C05H2B_day12",49.7989,146,118,7.189824559,0.270961322,"SKMEL5","PLX4720",8
"2207",2207,20140117,"WellR04-C05H2B_day13",58.5055,158,118,7.303780748,0.384917511,"SKMEL5","PLX4720",8
"2208",2208,20140117,"WellR04-C05H2B_day14",71.1322,167,118,7.383704292,0.464841055,"SKMEL5","PLX4720",8
"2209",2209,20140117,"WellR04-C05H2B_day15",96.4291,179,118,7.483815777,0.56495254,"SKMEL5","PLX4720",8
"2220",2220,20140117,"WellR04-C05H2B_day8",0,67,119,6.06608919,0,"SKMEL5","PLX4720",8
"2221",2221,20140117,"WellR04-C05H2B_day9",5.6297,70,119,6.129283017,0.063193826,"SKMEL5","PLX4720",8
"2222",2222,20140117,"WellR04-C05H2B_day10",25.8436,106,119,6.727920455,0.661831264,"SKMEL5","PLX4720",8
"2223",2223,20140117,"WellR04-C05H2B_day11",29.2019,83,119,6.375039431,0.308950241,"SKMEL5","PLX4720",8
"2224",2224,20140117,"WellR04-C05H2B_day12",49.7989,115,119,6.845490051,0.77940086,"SKMEL5","PLX4720",8
"2225",2225,20140117,"WellR04-C05H2B_day13",58.5055,127,119,6.988684687,0.922595496,"SKMEL5","PLX4720",8
"2226",2226,20140117,"WellR04-C05H2B_day14",71.1322,141,119,7.139551352,1.073462162,"SKMEL5","PLX4720",8
"2227",2227,20140117,"WellR04-C05H2B_day15",96.4291,194,119,7.599912842,1.533823652,"SKMEL5","PLX4720",8
"2238",2238,20140117,"WellR04-C05H2B_day8",0,130,120,7.022367813,0,"SKMEL5","PLX4720",8
"2239",2239,20140117,"WellR04-C05H2B_day9",5.6297,126,120,6.977279923,-0.04508789,"SKMEL5","PLX4720",8
"2240",2240,20140117,"WellR04-C05H2B_day10",25.8436,172,120,7.426264755,0.403896942,"SKMEL5","PLX4720",8
"2241",2241,20140117,"WellR04-C05H2B_day11",29.2019,170,120,7.409390936,0.387023123,"SKMEL5","PLX4720",8
"2242",2242,20140117,"WellR04-C05H2B_day12",49.7989,205,120,7.6794801,0.657112286,"SKMEL5","PLX4720",8
"2243",2243,20140117,"WellR04-C05H2B_day13",58.5055,232,120,7.857980995,0.835613182,"SKMEL5","PLX4720",8
"2244",2244,20140117,"WellR04-C05H2B_day14",71.1322,256,120,8,0.977632187,"SKMEL5","PLX4720",8
"2245",2245,20140117,"WellR04-C05H2B_day15",96.4291,328,120,8.357552005,1.335184192,"SKMEL5","PLX4720",8
"2256",2256,20140117,"WellR04-C05H2B_day8",0,58,121,5.857980995,0,"SKMEL5","PLX4720",8
"2257",2257,20140117,"WellR04-C05H2B_day9",5.6297,61,121,5.930737338,0.072756342,"SKMEL5","PLX4720",8
"2258",2258,20140117,"WellR04-C05H2B_day10",25.8436,75,121,6.22881869,0.370837695,"SKMEL5","PLX4720",8
"2259",2259,20140117,"WellR04-C05H2B_day11",29.2019,68,121,6.087462841,0.229481846,"SKMEL5","PLX4720",8
"2260",2260,20140117,"WellR04-C05H2B_day12",49.7989,79,121,6.303780748,0.445799753,"SKMEL5","PLX4720",8
"2261",2261,20140117,"WellR04-C05H2B_day13",58.5055,83,121,6.375039431,0.517058436,"SKMEL5","PLX4720",8
"2262",2262,20140117,"WellR04-C05H2B_day14",71.1322,80,121,6.321928095,0.4639471,"SKMEL5","PLX4720",8
"2263",2263,20140117,"WellR04-C05H2B_day15",96.4291,87,121,6.442943496,0.584962501,"SKMEL5","PLX4720",8
"2274",2274,20140117,"WellR04-C05H2B_day8",0,45,122,5.491853096,0,"SKMEL5","PLX4720",8
"2275",2275,20140117,"WellR04-C05H2B_day9",5.6297,49,122,5.614709844,0.122856748,"SKMEL5","PLX4720",8
"2276",2276,20140117,"WellR04-C05H2B_day10",25.8436,45,122,5.491853096,0,"SKMEL5","PLX4720",8
"2277",2277,20140117,"WellR04-C05H2B_day11",29.2019,46,122,5.523561956,0.03170886,"SKMEL5","PLX4720",8
"2278",2278,20140117,"WellR04-C05H2B_day12",49.7989,50,122,5.64385619,0.152003093,"SKMEL5","PLX4720",8
"2279",2279,20140117,"WellR04-C05H2B_day13",58.5055,48,122,5.584962501,0.093109404,"SKMEL5","PLX4720",8
"2280",2280,20140117,"WellR04-C05H2B_day14",71.1322,49,122,5.614709844,0.122856748,"SKMEL5","PLX4720",8
"2281",2281,20140117,"WellR04-C05H2B_day15",96.4291,44,122,5.459431619,-0.032421478,"SKMEL5","PLX4720",8
"2292",2292,20140117,"WellR04-C06H2B_day8",0,62,123,5.95419631,0,"SKMEL5","PLX4720",8
"2293",2293,20140117,"WellR04-C06H2B_day9",5.6297,62,123,5.95419631,0,"SKMEL5","PLX4720",8
"2294",2294,20140117,"WellR04-C06H2B_day10",25.8436,63,123,5.977279923,0.023083613,"SKMEL5","PLX4720",8
"2295",2295,20140117,"WellR04-C06H2B_day11",29.2019,60,123,5.906890596,-0.047305715,"SKMEL5","PLX4720",8
"2296",2296,20140117,"WellR04-C06H2B_day12",49.7989,66,123,6.044394119,0.090197809,"SKMEL5","PLX4720",8
"2297",2297,20140117,"WellR04-C06H2B_day13",58.5055,62,123,5.95419631,0,"SKMEL5","PLX4720",8
"2298",2298,20140117,"WellR04-C06H2B_day14",71.1322,68,123,6.087462841,0.133266531,"SKMEL5","PLX4720",8
"2299",2299,20140117,"WellR04-C06H2B_day15",96.4291,69,123,6.108524457,0.154328146,"SKMEL5","PLX4720",8
"2310",2310,20140117,"WellR04-C06H2B_day8",0,46,124,5.523561956,0,"SKMEL5","PLX4720",8
"2311",2311,20140117,"WellR04-C06H2B_day9",5.6297,48,124,5.584962501,0.061400545,"SKMEL5","PLX4720",8
"2312",2312,20140117,"WellR04-C06H2B_day10",25.8436,50,124,5.64385619,0.120294234,"SKMEL5","PLX4720",8
"2313",2313,20140117,"WellR04-C06H2B_day11",29.2019,32,124,5,-0.523561956,"SKMEL5","PLX4720",8
"2314",2314,20140117,"WellR04-C06H2B_day12",49.7989,29,124,4.857980995,-0.665580961,"SKMEL5","PLX4720",8
"2315",2315,20140117,"WellR04-C06H2B_day13",58.5055,29,124,4.857980995,-0.665580961,"SKMEL5","PLX4720",8
"2316",2316,20140117,"WellR04-C06H2B_day14",71.1322,31,124,4.95419631,-0.569365646,"SKMEL5","PLX4720",8
"2317",2317,20140117,"WellR04-C06H2B_day15",96.4291,28,124,4.807354922,-0.716207034,"SKMEL5","PLX4720",8
"2328",2328,20140117,"WellR04-C06H2B_day8",0,540,125,9.076815597,0,"SKMEL5","PLX4720",8
"2329",2329,20140117,"WellR04-C06H2B_day9",5.6297,539,125,9.074141463,-0.002674134,"SKMEL5","PLX4720",8
"2330",2330,20140117,"WellR04-C06H2B_day10",25.8436,634,125,9.30833903,0.231523433,"SKMEL5","PLX4720",8
"2331",2331,20140117,"WellR04-C06H2B_day11",29.2019,607,125,9.245552706,0.168737109,"SKMEL5","PLX4720",8
"2332",2332,20140117,"WellR04-C06H2B_day12",49.7989,704,125,9.459431619,0.382616022,"SKMEL5","PLX4720",8
"2333",2333,20140117,"WellR04-C06H2B_day13",58.5055,726,125,9.503825738,0.427010141,"SKMEL5","PLX4720",8
"2334",2334,20140117,"WellR04-C06H2B_day14",71.1322,762,125,9.573647187,0.49683159,"SKMEL5","PLX4720",8
"2335",2335,20140117,"WellR04-C06H2B_day15",96.4291,815,125,9.670656249,0.593840652,"SKMEL5","PLX4720",8
"2346",2346,20140117,"WellR04-C06H2B_day8",0,58,126,5.857980995,0,"SKMEL5","PLX4720",8
"2347",2347,20140117,"WellR04-C06H2B_day9",5.6297,58,126,5.857980995,0,"SKMEL5","PLX4720",8
"2348",2348,20140117,"WellR04-C06H2B_day10",25.8436,66,126,6.044394119,0.186413124,"SKMEL5","PLX4720",8
"2349",2349,20140117,"WellR04-C06H2B_day11",29.2019,39,126,5.285402219,-0.572578776,"SKMEL5","PLX4720",8
"2350",2350,20140117,"WellR04-C06H2B_day12",49.7989,45,126,5.491853096,-0.366127899,"SKMEL5","PLX4720",8
"2351",2351,20140117,"WellR04-C06H2B_day13",58.5055,49,126,5.614709844,-0.243271151,"SKMEL5","PLX4720",8
"2352",2352,20140117,"WellR04-C06H2B_day14",71.1322,39,126,5.285402219,-0.572578776,"SKMEL5","PLX4720",8
"2353",2353,20140117,"WellR04-C06H2B_day15",96.4291,31,126,4.95419631,-0.903784685,"SKMEL5","PLX4720",8
"2364",2364,20140117,"WellR04-C06H2B_day8",0,78,127,6.285402219,0,"SKMEL5","PLX4720",8
"2365",2365,20140117,"WellR04-C06H2B_day9",5.6297,77,127,6.266786541,-0.018615678,"SKMEL5","PLX4720",8
"2366",2366,20140117,"WellR04-C06H2B_day10",25.8436,79,127,6.303780748,0.018378529,"SKMEL5","PLX4720",8
"2367",2367,20140117,"WellR04-C06H2B_day11",29.2019,83,127,6.375039431,0.089637212,"SKMEL5","PLX4720",8
"2368",2368,20140117,"WellR04-C06H2B_day12",49.7989,89,127,6.475733431,0.190331212,"SKMEL5","PLX4720",8
"2369",2369,20140117,"WellR04-C06H2B_day13",58.5055,94,127,6.554588852,0.269186633,"SKMEL5","PLX4720",8
"2370",2370,20140117,"WellR04-C06H2B_day14",71.1322,99,127,6.62935662,0.343954401,"SKMEL5","PLX4720",8
"2371",2371,20140117,"WellR04-C06H2B_day15",96.4291,91,127,6.50779464,0.222392421,"SKMEL5","PLX4720",8
"2382",2382,20140117,"WellR04-C07H2B_day8",0,148,128,7.209453366,0,"SKMEL5","PLX4720",8
"2383",2383,20140117,"WellR04-C07H2B_day9",5.6297,147,128,7.199672345,-0.009781021,"SKMEL5","PLX4720",8
"2384",2384,20140117,"WellR04-C07H2B_day10",25.8436,144,128,7.169925001,-0.039528364,"SKMEL5","PLX4720",8
"2385",2385,20140117,"WellR04-C07H2B_day11",29.2019,149,128,7.21916852,0.009715155,"SKMEL5","PLX4720",8
"2386",2386,20140117,"WellR04-C07H2B_day12",49.7989,174,128,7.442943496,0.23349013,"SKMEL5","PLX4720",8
"2387",2387,20140117,"WellR04-C07H2B_day13",58.5055,160,128,7.321928095,0.112474729,"SKMEL5","PLX4720",8
"2388",2388,20140117,"WellR04-C07H2B_day14",71.1322,159,128,7.312882955,0.10342959,"SKMEL5","PLX4720",8
"2389",2389,20140117,"WellR04-C07H2B_day15",96.4291,161,128,7.330916878,0.121463512,"SKMEL5","PLX4720",8
"2400",2400,20140117,"WellR04-C07H2B_day8",0,126,129,6.977279923,0,"SKMEL5","PLX4720",8
"2401",2401,20140117,"WellR04-C07H2B_day9",5.6297,124,129,6.95419631,-0.023083613,"SKMEL5","PLX4720",8
"2402",2402,20140117,"WellR04-C07H2B_day10",25.8436,128,129,7,0.022720077,"SKMEL5","PLX4720",8
"2403",2403,20140117,"WellR04-C07H2B_day11",29.2019,132,129,7.044394119,0.067114196,"SKMEL5","PLX4720",8
"2404",2404,20140117,"WellR04-C07H2B_day12",49.7989,120,129,6.906890596,-0.070389328,"SKMEL5","PLX4720",8
"2405",2405,20140117,"WellR04-C07H2B_day13",58.5055,121,129,6.918863237,-0.058416686,"SKMEL5","PLX4720",8
"2406",2406,20140117,"WellR04-C07H2B_day14",71.1322,134,129,7.06608919,0.088809267,"SKMEL5","PLX4720",8
"2407",2407,20140117,"WellR04-C07H2B_day15",96.4291,112,129,6.807354922,-0.169925001,"SKMEL5","PLX4720",8
"2418",2418,20140117,"WellR04-C07H2B_day8",0,19,130,4.247927513,0,"SKMEL5","PLX4720",8
"2419",2419,20140117,"WellR04-C07H2B_day9",5.6297,23,130,4.523561956,0.275634443,"SKMEL5","PLX4720",8
"2420",2420,20140117,"WellR04-C07H2B_day10",25.8436,19,130,4.247927513,0,"SKMEL5","PLX4720",8
"2421",2421,20140117,"WellR04-C07H2B_day11",29.2019,15,130,3.906890596,-0.341036918,"SKMEL5","PLX4720",8
"2422",2422,20140117,"WellR04-C07H2B_day12",49.7989,23,130,4.523561956,0.275634443,"SKMEL5","PLX4720",8
"2423",2423,20140117,"WellR04-C07H2B_day13",58.5055,21,130,4.392317423,0.144389909,"SKMEL5","PLX4720",8
"2424",2424,20140117,"WellR04-C07H2B_day14",71.1322,18,130,4.169925001,-0.078002512,"SKMEL5","PLX4720",8
"2425",2425,20140117,"WellR04-C07H2B_day15",96.4291,21,130,4.392317423,0.144389909,"SKMEL5","PLX4720",8
"2436",2436,20140117,"WellR04-C07H2B_day8",0,66,131,6.044394119,0,"SKMEL5","PLX4720",8
"2437",2437,20140117,"WellR04-C07H2B_day9",5.6297,58,131,5.857980995,-0.186413124,"SKMEL5","PLX4720",8
"2438",2438,20140117,"WellR04-C07H2B_day10",25.8436,75,131,6.22881869,0.184424571,"SKMEL5","PLX4720",8
"2439",2439,20140117,"WellR04-C07H2B_day11",29.2019,68,131,6.087462841,0.043068722,"SKMEL5","PLX4720",8
"2440",2440,20140117,"WellR04-C07H2B_day12",49.7989,69,131,6.108524457,0.064130337,"SKMEL5","PLX4720",8
"2441",2441,20140117,"WellR04-C07H2B_day13",58.5055,67,131,6.06608919,0.021695071,"SKMEL5","PLX4720",8
"2442",2442,20140117,"WellR04-C07H2B_day14",71.1322,70,131,6.129283017,0.084888898,"SKMEL5","PLX4720",8
"2443",2443,20140117,"WellR04-C07H2B_day15",96.4291,50,131,5.64385619,-0.40053793,"SKMEL5","PLX4720",8
"2454",2454,20140117,"WellR04-C08H2B_day8",0,80,132,6.321928095,0,"SKMEL5","PLX4720",8
"2455",2455,20140117,"WellR04-C08H2B_day9",5.6297,81,132,6.339850003,0.017921908,"SKMEL5","PLX4720",8
"2456",2456,20140117,"WellR04-C08H2B_day10",25.8436,85,132,6.409390936,0.087462841,"SKMEL5","PLX4720",8
"2457",2457,20140117,"WellR04-C08H2B_day11",29.2019,80,132,6.321928095,0,"SKMEL5","PLX4720",8
"2458",2458,20140117,"WellR04-C08H2B_day12",49.7989,79,132,6.303780748,-0.018147347,"SKMEL5","PLX4720",8
"2459",2459,20140117,"WellR04-C08H2B_day13",58.5055,78,132,6.285402219,-0.036525876,"SKMEL5","PLX4720",8
"2460",2460,20140117,"WellR04-C08H2B_day14",71.1322,84,132,6.392317423,0.070389328,"SKMEL5","PLX4720",8
"2461",2461,20140117,"WellR04-C08H2B_day15",96.4291,77,132,6.266786541,-0.055141554,"SKMEL5","PLX4720",8
"2472",2472,20140117,"WellR04-C08H2B_day8",0,61,133,5.930737338,0,"SKMEL5","PLX4720",8
"2473",2473,20140117,"WellR04-C08H2B_day9",5.6297,59,133,5.882643049,-0.048094288,"SKMEL5","PLX4720",8
"2474",2474,20140117,"WellR04-C08H2B_day10",25.8436,70,133,6.129283017,0.198545679,"SKMEL5","PLX4720",8
"2475",2475,20140117,"WellR04-C08H2B_day11",29.2019,65,133,6.022367813,0.091630475,"SKMEL5","PLX4720",8
"2476",2476,20140117,"WellR04-C08H2B_day12",49.7989,73,133,6.189824559,0.259087221,"SKMEL5","PLX4720",8
"2477",2477,20140117,"WellR04-C08H2B_day13",58.5055,75,133,6.22881869,0.298081353,"SKMEL5","PLX4720",8
"2478",2478,20140117,"WellR04-C08H2B_day14",71.1322,68,133,6.087462841,0.156725504,"SKMEL5","PLX4720",8
"2479",2479,20140117,"WellR04-C08H2B_day15",96.4291,70,133,6.129283017,0.198545679,"SKMEL5","PLX4720",8
"2490",2490,20140117,"WellR04-C08H2B_day8",0,71,134,6.14974712,0,"SKMEL5","PLX4720",8
"2491",2491,20140117,"WellR04-C08H2B_day9",5.6297,69,134,6.108524457,-0.041222663,"SKMEL5","PLX4720",8
"2492",2492,20140117,"WellR04-C08H2B_day10",25.8436,68,134,6.087462841,-0.062284278,"SKMEL5","PLX4720",8
"2493",2493,20140117,"WellR04-C08H2B_day11",29.2019,71,134,6.14974712,0,"SKMEL5","PLX4720",8
"2494",2494,20140117,"WellR04-C08H2B_day12",49.7989,90,134,6.491853096,0.342105977,"SKMEL5","PLX4720",8
"2495",2495,20140117,"WellR04-C08H2B_day13",58.5055,93,134,6.539158811,0.389411692,"SKMEL5","PLX4720",8
"2496",2496,20140117,"WellR04-C08H2B_day14",71.1322,102,134,6.672425342,0.522678222,"SKMEL5","PLX4720",8
"2497",2497,20140117,"WellR04-C08H2B_day15",96.4291,131,134,7.033423002,0.883675882,"SKMEL5","PLX4720",8
"2508",2508,20140117,"WellR04-C09H2B_day8",0,137,135,7.098032083,0,"SKMEL5","PLX4720",8
"2509",2509,20140117,"WellR04-C09H2B_day9",5.6297,144,135,7.169925001,0.071892918,"SKMEL5","PLX4720",8
"2510",2510,20140117,"WellR04-C09H2B_day10",25.8436,155,135,7.276124405,0.178092322,"SKMEL5","PLX4720",8
"2511",2511,20140117,"WellR04-C09H2B_day11",29.2019,167,135,7.383704292,0.28567221,"SKMEL5","PLX4720",8
"2512",2512,20140117,"WellR04-C09H2B_day12",49.7989,187,135,7.54689446,0.448862377,"SKMEL5","PLX4720",8
"2513",2513,20140117,"WellR04-C09H2B_day13",58.5055,194,135,7.599912842,0.501880759,"SKMEL5","PLX4720",8
"2514",2514,20140117,"WellR04-C09H2B_day14",71.1322,200,135,7.64385619,0.545824107,"SKMEL5","PLX4720",8
"2515",2515,20140117,"WellR04-C09H2B_day15",96.4291,224,135,7.807354922,0.709322839,"SKMEL5","PLX4720",8
"2526",2526,20140117,"WellR04-C09H2B_day8",0,55,136,5.781359714,0,"SKMEL5","PLX4720",8
"2527",2527,20140117,"WellR04-C09H2B_day9",5.6297,54,136,5.754887502,-0.026472211,"SKMEL5","PLX4720",8
"2528",2528,20140117,"WellR04-C09H2B_day10",25.8436,59,136,5.882643049,0.101283336,"SKMEL5","PLX4720",8
"2529",2529,20140117,"WellR04-C09H2B_day11",29.2019,58,136,5.857980995,0.076621282,"SKMEL5","PLX4720",8
