well,row,col,cell.line,drug1.units,drug2.units,drug1,drug2,drug1.conc,drug2.conc,upid,expt.date,rate,rate.95ci
L02,L,2,SKMEL5_2X,M,M,plx4720,control,0.0,0.0,4,03_27_18,0.038553035205,0.000512438663529
L03,L,3,SKMEL5_2X,M,M,plx4720,dpi,2.5e-07,1e-06,4,03_27_18,-0.00482050668481,0.00113171191483
L04,L,4,SKMEL5_2X,M,M,plx4720,dpi,2.5e-07,2.5e-07,4,03_27_18,0.00833886448866,0.00179270123274
L05,L,5,SKMEL5_2X,M,M,plx4720,dpi,2.5e-07,6.3e-08,4,03_27_18,0.0131989926696,0.000666258630699
L06,L,6,SKMEL5_2X,M,M,plx4720,dpi,2.5e-07,1.6e-08,4,03_27_18,0.00879102091255,0.00161064222394
L07,L,7,SKMEL5_2X,M,M,plx4720,dpi,2.5e-07,3.9e-09,4,03_27_18,0.0161338731638,0.00083907664327
L08,L,8,SKMEL5_2X,M,M,plx4720,dpi,2.5e-07,9.8e-10,4,03_27_18,0.0110530428338,0.000858474523778
L09,L,9,SKMEL5_2X,M,M,plx4720,dpi,2.5e-07,2.4e-10,4,03_27_18,0.0196917559601,0.000709659456866
L10,L,10,SKMEL5_2X,M,M,plx4720,dpi,2.5e-07,6.1e-11,4,03_27_18,0.0152463304518,0.000517414260358
L11,L,11,SKMEL5_2X,M,M,plx4720,dpi,2.5e-07,1.5e-11,4,03_27_18,0.0214688577838,0.000462667755384
L12,L,12,SKMEL5_2X,M,M,plx4720,dpi,2.5e-07,3.8e-12,4,03_27_18,0.0174882616854,0.000904833887648
L13,L,13,SKMEL5_2X,M,M,plx4720,control,2.5e-07,0.0,4,03_27_18,0.0177689063158,0.000459434908639
L14,L,14,SKMEL5_2X,M,M,plx4720,dpi,2.5e-07,1e-06,4,03_27_18,-0.0072268149378,0.00213588561246
L15,L,15,SKMEL5_2X,M,M,plx4720,dpi,2.5e-07,2.5e-07,4,03_27_18,0.0101975464818,0.00138728649139
L16,L,16,SKMEL5_2X,M,M,plx4720,dpi,2.5e-07,6.3e-08,4,03_27_18,0.00718039456573,0.00135013062226
L17,L,17,SKMEL5_2X,M,M,plx4720,dpi,2.5e-07,1.6e-08,4,03_27_18,0.021740028444,0.000655819338514
L18,L,18,SKMEL5_2X,M,M,plx4720,dpi,2.5e-07,3.9e-09,4,03_27_18,0.0087182125478,0.000576560893993
L19,L,19,SKMEL5_2X,M,M,plx4720,dpi,2.5e-07,9.8e-10,4,03_27_18,0.0105974855904,0.00116086836491
L20,L,20,SKMEL5_2X,M,M,plx4720,dpi,2.5e-07,2.4e-10,4,03_27_18,0.0229285004714,0.000320396042051
L21,L,21,SKMEL5_2X,M,M,plx4720,dpi,2.5e-07,6.1e-11,4,03_27_18,0.0216999535489,0.000307135908168
L22,L,22,SKMEL5_2X,M,M,plx4720,dpi,2.5e-07,1.5e-11,4,03_27_18,0.0174610666757,0.000304843667739
L23,L,23,SKMEL5_2X,M,M,plx4720,dpi,2.5e-07,3.8e-12,4,03_27_18,0.0219889965153,0.000483726238877
M02,M,2,SKMEL5_2X,M,M,plx4720,control,0.0,0.0,4,03_27_18,0.0313886065746,0.000321965006419
M03,M,3,SKMEL5_2X,M,M,plx4720,dpi,6.3e-08,1e-06,4,03_27_18,0.00258024336957,0.00166405016782
M04,M,4,SKMEL5_2X,M,M,plx4720,dpi,6.3e-08,2.5e-07,4,03_27_18,0.00634586908635,0.000824773993051
M05,M,5,SKMEL5_2X,M,M,plx4720,dpi,6.3e-08,6.3e-08,4,03_27_18,0.00938275305297,0.00127845517194
M06,M,6,SKMEL5_2X,M,M,plx4720,dpi,6.3e-08,1.6e-08,4,03_27_18,0.0116566171575,0.0018036165814
M07,M,7,SKMEL5_2X,M,M,plx4720,dpi,6.3e-08,3.9e-09,4,03_27_18,0.0158921150716,0.00110868468029
M08,M,8,SKMEL5_2X,M,M,plx4720,dpi,6.3e-08,9.8e-10,4,03_27_18,0.0129909261383,0.000806280282124
M09,M,9,SKMEL5_2X,M,M,plx4720,dpi,6.3e-08,2.4e-10,4,03_27_18,0.0205294723337,0.000846888287068
M10,M,10,SKMEL5_2X,M,M,plx4720,dpi,6.3e-08,6.1e-11,4,03_27_18,0.0197556201415,0.000476385456749
M11,M,11,SKMEL5_2X,M,M,plx4720,dpi,6.3e-08,1.5e-11,4,03_27_18,0.0181685906688,0.00068589149706
M12,M,12,SKMEL5_2X,M,M,plx4720,dpi,6.3e-08,3.8e-12,4,03_27_18,0.0277388676861,0.000678202524847
M13,M,13,SKMEL5_2X,M,M,plx4720,control,6.3e-08,0.0,4,03_27_18,0.0200217003923,0.000674395751662
M14,M,14,SKMEL5_2X,M,M,plx4720,dpi,6.3e-08,1e-06,4,03_27_18,-0.00406043866246,0.00125563607941
M15,M,15,SKMEL5_2X,M,M,plx4720,dpi,6.3e-08,2.5e-07,4,03_27_18,0.0141434384856,0.00170793745517
M16,M,16,SKMEL5_2X,M,M,plx4720,dpi,6.3e-08,6.3e-08,4,03_27_18,0.0154515059274,0.000880672335851
M17,M,17,SKMEL5_2X,M,M,plx4720,dpi,6.3e-08,1.6e-08,4,03_27_18,0.0262449156327,0.000537811735925
M18,M,18,SKMEL5_2X,M,M,plx4720,dpi,6.3e-08,3.9e-09,4,03_27_18,0.0108631314218,0.0010553673952
M19,M,19,SKMEL5_2X,M,M,plx4720,dpi,6.3e-08,9.8e-10,4,03_27_18,0.0174687796272,0.00160082624409
M20,M,20,SKMEL5_2X,M,M,plx4720,dpi,6.3e-08,2.4e-10,4,03_27_18,0.0316022937063,0.000858742242645
M21,M,21,SKMEL5_2X,M,M,plx4720,dpi,6.3e-08,6.1e-11,4,03_27_18,0.0293762027428,0.000831104466106
M22,M,22,SKMEL5_2X,M,M,plx4720,dpi,6.3e-08,1.5e-11,4,03_27_18,0.0260222071409,0.000555453567406
M23,M,23,SKMEL5_2X,M,M,plx4720,dpi,6.3e-08,3.8e-12,4,03_27_18,0.0226549942242,0.00123813505854
N02,N,2,SKMEL5_2X,M,M,plx4720,control,0.0,0.0,4,03_27_18,0.0331051310179,0.000517724272863
N03,N,3,SKMEL5_2X,M,M,plx4720,dpi,1.6e-08,1e-06,4,03_27_18,-0.000442033082415,0.00281282099806
N04,N,4,SKMEL5_2X,M,M,plx4720,dpi,1.6e-08,2.5e-07,4,03_27_18,0.00182006683844,0.00124202312106
N05,N,5,SKMEL5_2X,M,M,plx4720,dpi,1.6e-08,6.3e-08,4,03_27_18,0.0143916279198,0.000735371930679
N06,N,6,SKMEL5_2X,M,M,plx4720,dpi,1.6e-08,1.6e-08,4,03_27_18,0.019682400987,0.00147276963737
N07,N,7,SKMEL5_2X,M,M,plx4720,dpi,1.6e-08,3.9e-09,4,03_27_18,0.00489555826109,0.000558922072873
N08,N,8,SKMEL5_2X,M,M,plx4720,dpi,1.6e-08,9.8e-10,4,03_27_18,0.0207728014503,0.000923248062654
N09,N,9,SKMEL5_2X,M,M,plx4720,dpi,1.6e-08,2.4e-10,4,03_27_18,0.0179997248453,0.000591154280002
N10,N,10,SKMEL5_2X,M,M,plx4720,dpi,1.6e-08,6.1e-11,4,03_27_18,0.0307072371431,0.0011774092321
N11,N,11,SKMEL5_2X,M,M,plx4720,dpi,1.6e-08,1.5e-11,4,03_27_18,0.0321099109338,0.00119754244227
N12,N,12,SKMEL5_2X,M,M,plx4720,dpi,1.6e-08,3.8e-12,4,03_27_18,0.0130553103098,0.00101644814525
N13,N,13,SKMEL5_2X,M,M,plx4720,control,1.6e-08,0.0,4,03_27_18,0.0337053507554,0.000947079072798
N14,N,14,SKMEL5_2X,M,M,plx4720,dpi,1.6e-08,1e-06,4,03_27_18,0.000579536877199,0.00160152317625
N15,N,15,SKMEL5_2X,M,M,plx4720,dpi,1.6e-08,2.5e-07,4,03_27_18,0.0206054948121,0.00181096368466
N16,N,16,SKMEL5_2X,M,M,plx4720,dpi,1.6e-08,6.3e-08,4,03_27_18,0.0191763469448,0.00108396397517
N17,N,17,SKMEL5_2X,M,M,plx4720,dpi,1.6e-08,1.6e-08,4,03_27_18,0.0234052749342,0.00131306628694
N18,N,18,SKMEL5_2X,M,M,plx4720,dpi,1.6e-08,3.9e-09,4,03_27_18,0.0154610636963,0.000485171599933
N19,N,19,SKMEL5_2X,M,M,plx4720,dpi,1.6e-08,9.8e-10,4,03_27_18,0.0270082985271,0.0010661404721
N20,N,20,SKMEL5_2X,M,M,plx4720,dpi,1.6e-08,2.4e-10,4,03_27_18,0.0339784654649,0.000479314067015
N21,N,21,SKMEL5_2X,M,M,plx4720,dpi,1.6e-08,6.1e-11,4,03_27_18,0.0326746968432,0.000297030294547
N22,N,22,SKMEL5_2X,M,M,plx4720,dpi,1.6e-08,1.5e-11,4,03_27_18,0.032904054733,0.000986624259422
N23,N,23,SKMEL5_2X,M,M,plx4720,dpi,1.6e-08,3.8e-12,4,03_27_18,0.0341755859694,0.000757824542727
O02,O,2,SKMEL5_2X,M,M,plx4720,control,0.0,0.0,4,03_27_18,0.0368776322459,0.000487298356431
O03,O,3,SKMEL5_2X,M,M,plx4720,dpi,0.0,1e-06,4,03_27_18,0.00295787951248,0.00147974937518
O04,O,4,SKMEL5_2X,M,M,plx4720,dpi,0.0,2.5e-07,4,03_27_18,0.0224675460441,0.00092832374442
O05,O,5,SKMEL5_2X,M,M,plx4720,dpi,0.0,6.3e-08,4,03_27_18,0.0252820629665,0.00156824269893
O06,O,6,SKMEL5_2X,M,M,plx4720,dpi,0.0,1.6e-08,4,03_27_18,0.0282128760082,0.000231155635042
O07,O,7,SKMEL5_2X,M,M,plx4720,dpi,0.0,3.9e-09,4,03_27_18,0.0291738929345,0.00136728586079
O08,O,8,SKMEL5_2X,M,M,plx4720,dpi,0.0,9.8e-10,4,03_27_18,0.0294968060723,0.000590525155522
O09,O,9,SKMEL5_2X,M,M,plx4720,dpi,0.0,2.4e-10,4,03_27_18,0.0348635122252,0.00030762184957
O10,O,10,SKMEL5_2X,M,M,plx4720,dpi,0.0,6.1e-11,4,03_27_18,0.0357558711616,0.000239759432823
O11,O,11,SKMEL5_2X,M,M,plx4720,dpi,0.0,1.5e-11,4,03_27_18,0.0326424103766,0.000596221692966
O12,O,12,SKMEL5_2X,M,M,plx4720,dpi,0.0,3.8e-12,4,03_27_18,0.0352733476894,0.000410134782259
O13,O,13,SKMEL5_2X,M,M,plx4720,control,0.0,0.0,4,03_27_18,0.036010452129,0.000540891212803
O14,O,14,SKMEL5_2X,M,M,plx4720,dpi,0.0,1e-06,4,03_27_18,0.0081518680463,0.00209863913704
O15,O,15,SKMEL5_2X,M,M,plx4720,dpi,0.0,2.5e-07,4,03_27_18,0.0224330717345,0.00114163652563
O16,O,16,SKMEL5_2X,M,M,plx4720,dpi,0.0,6.3e-08,4,03_27_18,0.0247655895651,0.00101347461902
O17,O,17,SKMEL5_2X,M,M,plx4720,dpi,0.0,1.6e-08,4,03_27_18,0.0331640054004,0.00132707693073
O18,O,18,SKMEL5_2X,M,M,plx4720,dpi,0.0,3.9e-09,4,03_27_18,0.031497430666,0.000973737823639
O19,O,19,SKMEL5_2X,M,M,plx4720,dpi,0.0,9.8e-10,4,03_27_18,0.0359154861616,0.000701859047445
O20,O,20,SKMEL5_2X,M,M,plx4720,dpi,0.0,2.4e-10,4,03_27_18,0.0402895268241,0.000160835804402
O21,O,21,SKMEL5_2X,M,M,plx4720,dpi,0.0,6.1e-11,4,03_27_18,0.0377201476345,0.00042088155265
O22,O,22,SKMEL5_2X,M,M,plx4720,dpi,0.0,1.5e-11,4,03_27_18,0.0380555892088,0.000894363342736
O23,O,23,SKMEL5_2X,M,M,plx4720,dpi,0.0,3.8e-12,4,03_27_18,0.0346829263894,0.000420669698378
I02,I,2,SC01,M,M,plx4720,control,0.0,0.0,5,03_27_18,0.0262555660707,0.000513931501214
I03,I,3,SC01,M,M,plx4720,dpi,1.6e-05,1e-06,5,03_27_18,-0.0234940256278,0.00282834068628
I04,I,4,SC01,M,M,plx4720,dpi,1.6e-05,2.5e-07,5,03_27_18,-0.0370206235778,0.00135301564023
I05,I,5,SC01,M,M,plx4720,dpi,1.6e-05,6.3e-08,5,03_27_18,-0.0264603746882,0.00182719682466
I06,I,6,SC01,M,M,plx4720,dpi,1.6e-05,1.6e-08,5,03_27_18,-0.0248302636851,0.000724236699672
I07,I,7,SC01,M,M,plx4720,dpi,1.6e-05,3.9e-09,5,03_27_18,-0.0234402331481,0.00168365303465
I08,I,8,SC01,M,M,plx4720,dpi,1.6e-05,9.8e-10,5,03_27_18,-0.00974883851925,0.00424566316114
I09,I,9,SC01,M,M,plx4720,dpi,1.6e-05,2.4e-10,5,03_27_18,-0.0193887039183,0.000956089756928
I10,I,10,SC01,M,M,plx4720,dpi,1.6e-05,6.1e-11,5,03_27_18,-0.020457964595,0.00163133460205
I11,I,11,SC01,M,M,plx4720,dpi,1.6e-05,1.5e-11,5,03_27_18,-0.0204097942963,0.00135202182032
I12,I,12,SC01,M,M,plx4720,dpi,1.6e-05,3.8e-12,5,03_27_18,-0.0121590622803,0.00188451303699
I13,I,13,SC01,M,M,plx4720,control,1.6e-05,0.0,5,03_27_18,-0.0118530650321,0.00140555827504
I14,I,14,SC01,M,M,plx4720,dpi,1.6e-05,1e-06,5,03_27_18,-0.0311635706748,0.00472903166915
I15,I,15,SC01,M,M,plx4720,dpi,1.6e-05,2.5e-07,5,03_27_18,-0.0323981202169,0.00187265593371
I16,I,16,SC01,M,M,plx4720,dpi,1.6e-05,6.3e-08,5,03_27_18,-0.0279928599256,0.00286182186601
I17,I,17,SC01,M,M,plx4720,dpi,1.6e-05,1.6e-08,5,03_27_18,-0.0293295502248,0.00165506318801
I18,I,18,SC01,M,M,plx4720,dpi,1.6e-05,3.9e-09,5,03_27_18,-0.0353242939745,0.00163348104587
I19,I,19,SC01,M,M,plx4720,dpi,1.6e-05,9.8e-10,5,03_27_18,-0.0151892300942,0.0023047096613
I20,I,20,SC01,M,M,plx4720,dpi,1.6e-05,2.4e-10,5,03_27_18,-0.0158193301981,0.00176992945872
I21,I,21,SC01,M,M,plx4720,dpi,1.6e-05,6.1e-11,5,03_27_18,-0.0137365569111,0.000455729714938
I22,I,22,SC01,M,M,plx4720,dpi,1.6e-05,1.5e-11,5,03_27_18,-0.0230388522071,0.00137776363109
I23,I,23,SC01,M,M,plx4720,dpi,1.6e-05,3.8e-12,5,03_27_18,-0.0105061907192,0.000666079870813
J02,J,2,SC01,M,M,plx4720,control,0.0,0.0,5,03_27_18,0.0296941645546,0.000646719788559
J03,J,3,SC01,M,M,plx4720,dpi,4e-06,1e-06,5,03_27_18,-0.0163807120729,0.000883882472421
J04,J,4,SC01,M,M,plx4720,dpi,4e-06,2.5e-07,5,03_27_18,-0.00634004775949,0.00120631018527
J05,J,5,SC01,M,M,plx4720,dpi,4e-06,6.3e-08,5,03_27_18,-0.00592125224396,0.00106495511639
J06,J,6,SC01,M,M,plx4720,dpi,4e-06,1.6e-08,5,03_27_18,-0.00779765190782,0.00089652513902
J07,J,7,SC01,M,M,plx4720,dpi,4e-06,3.9e-09,5,03_27_18,-0.00396513194439,0.001074169557
J08,J,8,SC01,M,M,plx4720,dpi,4e-06,9.8e-10,5,03_27_18,-0.000523010508069,0.000800426515487
J09,J,9,SC01,M,M,plx4720,dpi,4e-06,2.4e-10,5,03_27_18,0.00859322643489,0.000854556719241
J10,J,10,SC01,M,M,plx4720,dpi,4e-06,6.1e-11,5,03_27_18,0.00244493839929,0.00102127383577
J11,J,11,SC01,M,M,plx4720,dpi,4e-06,1.5e-11,5,03_27_18,0.00819206093072,0.00111747610705
J12,J,12,SC01,M,M,plx4720,dpi,4e-06,3.8e-12,5,03_27_18,0.0110859739241,0.00144274454917
J13,J,13,SC01,M,M,plx4720,control,4e-06,0.0,5,03_27_18,0.00814411704954,0.000819646329465
J14,J,14,SC01,M,M,plx4720,dpi,4e-06,1e-06,5,03_27_18,-0.00963736895196,0.000639231415856
J15,J,15,SC01,M,M,plx4720,dpi,4e-06,2.5e-07,5,03_27_18,-0.0157301129263,0.00102394990637
J16,J,16,SC01,M,M,plx4720,dpi,4e-06,6.3e-08,5,03_27_18,-0.00914236574226,0.00064528424848
J17,J,17,SC01,M,M,plx4720,dpi,4e-06,1.6e-08,5,03_27_18,-0.00465451897711,0.000469398864449
J18,J,18,SC01,M,M,plx4720,dpi,4e-06,3.9e-09,5,03_27_18,-0.00533174057245,0.000598103639001
J19,J,19,SC01,M,M,plx4720,dpi,4e-06,9.8e-10,5,03_27_18,-0.000922468334187,0.00103699204101
J20,J,20,SC01,M,M,plx4720,dpi,4e-06,2.4e-10,5,03_27_18,0.00452704549999,0.000360922096139
J21,J,21,SC01,M,M,plx4720,dpi,4e-06,6.1e-11,5,03_27_18,0.00670724666543,0.00210502511178
J22,J,22,SC01,M,M,plx4720,dpi,4e-06,1.5e-11,5,03_27_18,0.0115587243477,0.00120386535055
J23,J,23,SC01,M,M,plx4720,dpi,4e-06,3.8e-12,5,03_27_18,0.00623958323245,0.00107077537337
K02,K,2,SC01,M,M,plx4720,control,0.0,0.0,5,03_27_18,0.0325538110511,0.000927452863869
K03,K,3,SC01,M,M,plx4720,dpi,1e-06,1e-06,5,03_27_18,-0.0129849084983,0.000647141200033
K04,K,4,SC01,M,M,plx4720,dpi,1e-06,2.5e-07,5,03_27_18,-0.0116528923119,0.00013887504586
K05,K,5,SC01,M,M,plx4720,dpi,1e-06,6.3e-08,5,03_27_18,0.000577110305479,0.000265352590876
K06,K,6,SC01,M,M,plx4720,dpi,1e-06,1.6e-08,5,03_27_18,-0.0126149772921,0.0013963014579
K07,K,7,SC01,M,M,plx4720,dpi,1e-06,3.9e-09,5,03_27_18,-0.00161838382937,0.000832079377571
K08,K,8,SC01,M,M,plx4720,dpi,1e-06,9.8e-10,5,03_27_18,-0.00154265431248,0.000772293701314
K09,K,9,SC01,M,M,plx4720,dpi,1e-06,2.4e-10,5,03_27_18,0.000548754934538,0.00166164253238
K10,K,10,SC01,M,M,plx4720,dpi,1e-06,6.1e-11,5,03_27_18,0.00565295004455,0.000615674577739
K11,K,11,SC01,M,M,plx4720,dpi,1e-06,1.5e-11,5,03_27_18,0.00983224185091,0.000858035435033
K12,K,12,SC01,M,M,plx4720,dpi,1e-06,3.8e-12,5,03_27_18,0.0149528340848,0.000427889243717
K13,K,13,SC01,M,M,plx4720,control,1e-06,0.0,5,03_27_18,0.00715780870895,0.000793815884758
K14,K,14,SC01,M,M,plx4720,dpi,1e-06,1e-06,5,03_27_18,-0.0124320662427,0.00050333844008
K15,K,15,SC01,M,M,plx4720,dpi,1e-06,2.5e-07,5,03_27_18,-0.00241217976493,0.00131699213388
K16,K,16,SC01,M,M,plx4720,dpi,1e-06,6.3e-08,5,03_27_18,-0.00673771488004,0.000314131513238
K17,K,17,SC01,M,M,plx4720,dpi,1e-06,1.6e-08,5,03_27_18,0.00785882795142,0.00164993794046
K18,K,18,SC01,M,M,plx4720,dpi,1e-06,3.9e-09,5,03_27_18,-0.00126215306893,0.000679951407877
K19,K,19,SC01,M,M,plx4720,dpi,1e-06,9.8e-10,5,03_27_18,-0.00404188969844,0.00107942781122
K20,K,20,SC01,M,M,plx4720,dpi,1e-06,2.4e-10,5,03_27_18,0.00290171314041,0.00159030511098
K21,K,21,SC01,M,M,plx4720,dpi,1e-06,6.1e-11,5,03_27_18,0.00776857898322,0.00132036908015
K22,K,22,SC01,M,M,plx4720,dpi,1e-06,1.5e-11,5,03_27_18,0.00953822595761,0.0009381473868
K23,K,23,SC01,M,M,plx4720,dpi,1e-06,3.8e-12,5,03_27_18,0.0120216239775,0.00151959553624
L02,L,2,SC01,M,M,plx4720,control,0.0,0.0,5,03_27_18,0.0317346555068,0.000130522615353
L03,L,3,SC01,M,M,plx4720,dpi,2.5e-07,1e-06,5,03_27_18,-0.00932953789366,0.00082748528702
L04,L,4,SC01,M,M,plx4720,dpi,2.5e-07,2.5e-07,5,03_27_18,-0.00540831354477,0.000862590872352
L05,L,5,SC01,M,M,plx4720,dpi,2.5e-07,6.3e-08,5,03_27_18,-0.00619199572549,0.000833547213685
L06,L,6,SC01,M,M,plx4720,dpi,2.5e-07,1.6e-08,5,03_27_18,0.00192992192961,0.00079700261361
L07,L,7,SC01,M,M,plx4720,dpi,2.5e-07,3.9e-09,5,03_27_18,0.0037833707468,0.00158066253429
L08,L,8,SC01,M,M,plx4720,dpi,2.5e-07,9.8e-10,5,03_27_18,-0.000361170160706,0.00126112475626
L09,L,9,SC01,M,M,plx4720,dpi,2.5e-07,2.4e-10,5,03_27_18,0.0127585986165,0.0014349882581
L10,L,10,SC01,M,M,plx4720,dpi,2.5e-07,6.1e-11,5,03_27_18,0.0108625680228,0.000457575323717
L11,L,11,SC01,M,M,plx4720,dpi,2.5e-07,1.5e-11,5,03_27_18,0.00835432602614,0.000891690934392
L12,L,12,SC01,M,M,plx4720,dpi,2.5e-07,3.8e-12,5,03_27_18,0.0123464885128,0.00089964803915
L13,L,13,SC01,M,M,plx4720,control,2.5e-07,0.0,5,03_27_18,0.0102884177823,0.000745662736108
L14,L,14,SC01,M,M,plx4720,dpi,2.5e-07,1e-06,5,03_27_18,-0.00925797931055,0.00100053656808
L15,L,15,SC01,M,M,plx4720,dpi,2.5e-07,2.5e-07,5,03_27_18,0.000788758649696,0.00134421891013
L16,L,16,SC01,M,M,plx4720,dpi,2.5e-07,6.3e-08,5,03_27_18,-0.00705254326933,0.00141116590796
L17,L,17,SC01,M,M,plx4720,dpi,2.5e-07,1.6e-08,5,03_27_18,0.00985604688625,0.00134769733983
L18,L,18,SC01,M,M,plx4720,dpi,2.5e-07,3.9e-09,5,03_27_18,0.00373969754881,0.000740786383357
L19,L,19,SC01,M,M,plx4720,dpi,2.5e-07,9.8e-10,5,03_27_18,0.00508343847896,0.0011156228968
L20,L,20,SC01,M,M,plx4720,dpi,2.5e-07,2.4e-10,5,03_27_18,0.0173990948059,0.00169859318828
L21,L,21,SC01,M,M,plx4720,dpi,2.5e-07,6.1e-11,5,03_27_18,0.0145195128287,0.000510980021092
L22,L,22,SC01,M,M,plx4720,dpi,2.5e-07,1.5e-11,5,03_27_18,0.0124069828278,0.000796511015795
L23,L,23,SC01,M,M,plx4720,dpi,2.5e-07,3.8e-12,5,03_27_18,0.0129681022904,0.00066565573602
M02,M,2,SC01,M,M,plx4720,control,0.0,0.0,5,03_27_18,0.0308578481158,0.000499529515482
M03,M,3,SC01,M,M,plx4720,dpi,6.3e-08,1e-06,5,03_27_18,-0.0119489081823,0.00129455553616
M04,M,4,SC01,M,M,plx4720,dpi,6.3e-08,2.5e-07,5,03_27_18,0.00363314023296,0.000873938301074
M05,M,5,SC01,M,M,plx4720,dpi,6.3e-08,6.3e-08,5,03_27_18,0.000879447650232,0.000987929584333
M06,M,6,SC01,M,M,plx4720,dpi,6.3e-08,1.6e-08,5,03_27_18,0.00389953659999,0.00217323962778
M07,M,7,SC01,M,M,plx4720,dpi,6.3e-08,3.9e-09,5,03_27_18,0.00730694344107,0.00179254861687
M08,M,8,SC01,M,M,plx4720,dpi,6.3e-08,9.8e-10,5,03_27_18,0.00616610195133,0.000894591067294
M09,M,9,SC01,M,M,plx4720,dpi,6.3e-08,2.4e-10,5,03_27_18,0.00880717975309,0.000776000770236
M10,M,10,SC01,M,M,plx4720,dpi,6.3e-08,6.1e-11,5,03_27_18,0.0142354950868,0.00111617876913
M11,M,11,SC01,M,M,plx4720,dpi,6.3e-08,1.5e-11,5,03_27_18,0.0155703871055,0.00048849645964
M12,M,12,SC01,M,M,plx4720,dpi,6.3e-08,3.8e-12,5,03_27_18,0.0141785275007,0.000666445813158
M13,M,13,SC01,M,M,plx4720,control,6.3e-08,0.0,5,03_27_18,0.0137737012923,0.000310522830532
M14,M,14,SC01,M,M,plx4720,dpi,6.3e-08,1e-06,5,03_27_18,-0.00983428385204,0.00099390527709
M15,M,15,SC01,M,M,plx4720,dpi,6.3e-08,2.5e-07,5,03_27_18,-0.0040382883176,0.00135931236967
M16,M,16,SC01,M,M,plx4720,dpi,6.3e-08,6.3e-08,5,03_27_18,0.00221948879606,0.00104385580294
M17,M,17,SC01,M,M,plx4720,dpi,6.3e-08,1.6e-08,5,03_27_18,0.00691078331204,0.00158374506173
M18,M,18,SC01,M,M,plx4720,dpi,6.3e-08,3.9e-09,5,03_27_18,-0.00258517003557,0.00118290866831
M19,M,19,SC01,M,M,plx4720,dpi,6.3e-08,9.8e-10,5,03_27_18,0.0107412920955,0.000942948075568
M20,M,20,SC01,M,M,plx4720,dpi,6.3e-08,2.4e-10,5,03_27_18,0.0199399083781,0.00143071403382
M21,M,21,SC01,M,M,plx4720,dpi,6.3e-08,6.1e-11,5,03_27_18,0.0161075196894,0.00141618897753
M22,M,22,SC01,M,M,plx4720,dpi,6.3e-08,1.5e-11,5,03_27_18,0.0169279812327,0.000309386627495
M23,M,23,SC01,M,M,plx4720,dpi,6.3e-08,3.8e-12,5,03_27_18,0.021767162021,0.00143210683738
N02,N,2,SC01,M,M,plx4720,control,0.0,0.0,5,03_27_18,0.029576180157,0.000561942332578
N03,N,3,SC01,M,M,plx4720,dpi,1.6e-08,1e-06,5,03_27_18,-0.00778356458695,0.000535166717649
N04,N,4,SC01,M,M,plx4720,dpi,1.6e-08,2.5e-07,5,03_27_18,-0.0105603997317,0.000620091839218
N05,N,5,SC01,M,M,plx4720,dpi,1.6e-08,6.3e-08,5,03_27_18,-0.00225467587953,0.000415456180092
N06,N,6,SC01,M,M,plx4720,dpi,1.6e-08,1.6e-08,5,03_27_18,0.00943230430215,0.00098285558961
N07,N,7,SC01,M,M,plx4720,dpi,1.6e-08,3.9e-09,5,03_27_18,-0.00471987628328,0.000914357231144
N08,N,8,SC01,M,M,plx4720,dpi,1.6e-08,9.8e-10,5,03_27_18,0.0116325916977,0.00015968808598
N09,N,9,SC01,M,M,plx4720,dpi,1.6e-08,2.4e-10,5,03_27_18,0.00697750629471,0.000971607339298
N10,N,10,SC01,M,M,plx4720,dpi,1.6e-08,6.1e-11,5,03_27_18,0.0187559472316,0.000489405787637
N11,N,11,SC01,M,M,plx4720,dpi,1.6e-08,1.5e-11,5,03_27_18,0.0208815632133,0.000203463070717
N12,N,12,SC01,M,M,plx4720,dpi,1.6e-08,3.8e-12,5,03_27_18,0.0140877860106,0.000431728780716
N13,N,13,SC01,M,M,plx4720,control,1.6e-08,0.0,5,03_27_18,0.0184941110449,0.000929696267948
N14,N,14,SC01,M,M,plx4720,dpi,1.6e-08,1e-06,5,03_27_18,-0.00918829739281,0.000452873841493
N15,N,15,SC01,M,M,plx4720,dpi,1.6e-08,2.5e-07,5,03_27_18,0.000651217044222,0.000477854061393
N16,N,16,SC01,M,M,plx4720,dpi,1.6e-08,6.3e-08,5,03_27_18,-0.00183538165964,0.00116635370385
N17,N,17,SC01,M,M,plx4720,dpi,1.6e-08,1.6e-08,5,03_27_18,0.0134628081766,0.000663356226145
N18,N,18,SC01,M,M,plx4720,dpi,1.6e-08,3.9e-09,5,03_27_18,0.00608194566198,0.000868715746738
N19,N,19,SC01,M,M,plx4720,dpi,1.6e-08,9.8e-10,5,03_27_18,0.00888313836259,0.000739631038118
N20,N,20,SC01,M,M,plx4720,dpi,1.6e-08,2.4e-10,5,03_27_18,0.0217379697854,0.000426824631954
N21,N,21,SC01,M,M,plx4720,dpi,1.6e-08,6.1e-11,5,03_27_18,0.0182392990257,0.000620955310237
N22,N,22,SC01,M,M,plx4720,dpi,1.6e-08,1.5e-11,5,03_27_18,0.0186406761371,0.000248039664131
N23,N,23,SC01,M,M,plx4720,dpi,1.6e-08,3.8e-12,5,03_27_18,0.0195562899804,0.000604679920959
